content,score
"Aplikasi yg sangat tidak bermanfaat.. kirain Bisa daftar online untuk membuka aplikasi ini,,eh ternyata masih tetap di suruh secara offline, untuk scan kode QR yg di berikan petugas,sama juga bohong,kirain lebih mudah....👎 Delete dan uninstall....",1
"masih banyak sekali ke kurangan, saya terkendala di pw masuk, sebelumnya saya sudah melakukan perubahan terhadap paswoard namun tidak bisa login dengan password baru. tolong tambahkan fitur lupa password untuk proses ulang",1
"Payaaah.. Sampe rumah aplikasi nya tidak bisa di buka. Tulisan nya jaringannya tidak stabil. Padahal kuota byk, Pemancar BTS deket. Gimanaa ini.. Buat apa coba ada IKD di HP??? Tolong diperbaiki lagi sistem nya. Terima kasih",2
"Sementara saya kasih bintang 3 dulu ya.. Karena saya Vaksin sudah 4 kali dan di aplikasi peduli lindungi sudah 4 kali juga, tapi kenapa di aplikasi ini hanya tertampil 2 kali vaksin, kecewa banget sih.. Yg saya harapkan untuk kedepannya agar Data atau kartu identitas dapat di unduh (seperti aplikasi Mobile JKN). Penting banget untuk pelayanan lainnya yg memerlukan berkas atau lampiran dokumen kartu identitas. Okeh,, semangat Indonesia semakin kedepan...🦾🦾🦾",3
"Pendaftaran sangat ribet dan tidak praktis. Sudah datangi petugas catatan sipil, sudah dpt nmr yg harus dimasukkan saat verifikasi email.. Tapi nunggu 2 hari gak ada email masuk. Harusnya ada pilihan kirim ulang email atau semacamnya seperti aplikasi lain pada umumnya. Jika kita tidak Terima email untuk verifikasi.",2
"Bintang 3 dulu. Mau cetak e-KTP ga bisa (update data pekerjaan) klo mau FC katanya disuruh foto dari hp Laen, kan ga simple. aplikasi BPJS aja mau cetak kartu bisa download sendiri. Ini aplikasi kependudukan Dipermudah tapi beribet. Tolong lah, aplikasi pemerintah loh ini, proyek gede juga kan. Iya klo hp yg utk foto ok, klo hasil burem, kan ga maksimal jg. Otoritas utk screenshot ga bisa. Utk download ga ada. Share data ga bisa. Kita jg ga mgkn lah sembarang share klo ga ada tujuan/ke org asing",3
"Belum banyak update, masih tetap ada bbrp dokumen tidak sinkron spt dokumen npwp, belum sinkron antara lokasi KPP Kab/kota dg provinsi. Misal KPP Bojonegoro seharusnya di Jawa Timur, namun tercatat di Sumatera. Dokumen kartu pegawai belum sesuai dg tampilan kartu ASN di My SAPK. TTE belum bisa digunakan meski sudah punya akun Prvy.",1
"Gimana aplikasi ini? Sinyal penuh. Normal, memuatnya, lamanya gak ada ujung...aplikasi kaya gak diurusi.. Untuk pemerintah kalo memang serius, tingkatin dan memang seriusin aplikasinya.. Permudah dan di apakan lah kaya gitu.. Ini mau buka aja susah apalagi udah masuk..",1
"Aplikasi gak jelas, sebenar'y ni serve lokal apa server luar sih, Pake data seluler gak bisa d buka, memuat trus, Pake wifi baru bisa, ya susah la, trus saya coba pake VPN master teryata bisa di buka, Aneh gak tu, VPN master kan buat buka server luar Yg tw apk VPN master selamat, download d play store",3
"Akan lebih baik jika terdapat fitur download gambar (KK, Akta, dll) langsung dari aplikasi, ini akan sangat membantu untuk mencetak sendiri baik di rumah ataupun tempat fotokopian.. selama ini yang saya lakukan adalah screenshot melalui website siakonline, dan itu terlalu merepotkan.",3
"Aplikasinya norak masa gak bisa ngambil gambar padahal sinyal bagus, cahaya udah terang masih tetap gak bisa, malah nyusahin masyarakat aja mending gak usah pakek aplikasi lah bukannya nambah canggih malah nambah buat susah aja",1
Aplikasi nya sangat membantu dan memudahkan sekali dalam penggunaan nya. Karena data yg tercantum dengan lengkap. Meskipun lupa bawa fisik e-KTP sehingga bisa membuka Aplikasi ini saja sudah cukup terlihat. Makin berinovasi dalam perkembangan zaman yg smua nya sudah era Digitalisasi,5
"katanya pengganti id yg valid, udah ga bisa di apa²in (cuma read only) eee pas dibuka malah sering gagal koneksi..maaf bintang 1 dulu..tolong diperbaiki..",1
"Ada pelayanan dan peraturan baru harusnya bisa berlaku surut, masa kepengurusan di bank harus ada ktp fisik sedangkan nunjukin aplikasi ini ga asa gunanya, malah suruh nyetak identitas, lha fungsinya apa ini aplikasi, klo tau gtu kenapa waktu minta cetak identitas diri tidak diperkenankan???? Bkin aturan tuh harus bisa menyeluruh dan berlaku surut lah!",2
"Gak heran emang kalau aplikasi pemerintah mah. pasti banyak bug nya sebanyak biaya pembuatannya... gak pilihan login, hanya ada daftar, padahal sudah daftar. ya udahlah terseeeraaahhhhhh",2
"Aplikasi ini menurut saya blm layak untuk rilis,prosesnya masih terbilang sangat ribet & untuk masyarakat blm paham tentang penggunaannya karena harus ada barcode dari dukcapil juga. Saya rasa dgn adanya barcode yg harus didapat melalui petugas ini tambah menyulitkan bukan mempermudah",2
"Selalu terjadi kesalahan jaringan. padahal wifi,data, gk pernah di batasi. kemaren bagus sekarang jelek lagh, sudah instal ulang hapus cace gk bisa masuk..paling parah IDK tidak bisa untuk bikin akun E-walet..",1
"Aplikasi gak jelas. Selalu ga bisa masuk. Selalu saja ""Terjadi kesalahan koneksi"". Pdahal internet aman. Buat browsing, buat youtube juga aman. Tapi ga bisa buka aplikasi ini.",1
Bagus sih cuma ribet klo urgent mau cetak KK mesti nyari mesin ADM.. ajuin lewat aplikasi di kolom pelayanannya di KLik ada notif BEKASI tidak mencakupi layanan.. udah gitu ga semua kelurahan/kecamatan bisa bantu kasih solusi kecuali ke dukcapilnya langsung.. gunanya aplikasi ini apaan klo di persulit dateng juga cetak..,2
"Saya kira dipermudah beneran, eh nyatanya juga harus ke dukcapil untuk scan barcode nya. Seharusnya kalau memang sudah ada data E_ktp awalnya knapa harus ke dukcapil lagi untuk verifikasi. Buang buang waktu dan biaya saja",1
"Jelek banget aplikasinya. 1. Pengenalan wajah dengan kamera nge-blank hitam. (Jangan bilang saya harus ganti hp ya) 2. Tidak ada menu logout, jadi kalau ganti hp harus repot menghubungi dukcapil utk menonaktifkan aplikasi. 3. Satu apkikasi hanya bisa satu KTP. Lha keluarga saya yg satu rumah hp nya cuma satu gimana? 4. Penggunaannya belum jelas. Mau ke bank, pajak motor, setoran kredit blm bisa pake aplikasi ini. Sosialisasinya blm sampe ke tingkat pedalaman.",1
"Permasalahan aplikasi ini tidak bisa dibuka, banyak bugnya. Penggunanya warga Indonesia mengeluh, tetapi 1 tahun lebih apk ini belum bisa normal sesuai fungsinya. Padahal ini Apk utk tingkat nasional lhoo. Masa gak bisa diselesaikan",1
"Ini bener aplikasi yg dikelola negara segini buruknya? Tiap mau buka aplikasi, enggak pernah bisa, diperbarui juga sudah, maunya apa? Gimana caranya diganti jadi ktp digital, kalo aplk nya saja susah bener dibuka.",1
"Aplikasi terakhir update tahun 2023, sampai akhir tahun 2024 menuju tahun 2025 tidak ada penambahan fitur dan fitur yang dikerjakan sebelumnya tidak kunjung jadi, saya rasa ini aplikasi sudah mangkrak layaknya aplikasi pemerintahan yg lain. minimal ada update UI/UXnya lah, trus utk login masih harus dgn PIN segala, padahal Smartphone era sekarang udh mendukung Fingerprint + Face recognition. 👎🏻👎🏻👎🏻👎🏻",1
"Aplikasinya tidak bagus, buat apa dibuat online kalo masih harus ke dukcapil minta barcode. Tolong direvisi lagi lah apk nya. Niatnya mau jadi mudah, eh malah tetap aja ribet.👎👎👎",1
"Sistem informasi sudah ada, tinggal sinergi antarinstitusi terkait dan berwenang untuk selalu update mensinkronisasi sistem informasi terpadu administrasi kependudukan ini. Agar tak lagi ada pertanyaan semisal ""KTPnya mana?"" dalam urusan-urusan adminstrasi kependudukan. Ikon aplikasinya kok nggak bisa muncul di tampilan awal smartphone seperti aplikasi terinstal lainnya ya?",4
"tolong sediakan fasilitas download file baik itu ktp/kk, katanya digital sama aplikasinya terlalu lemot, sering error juga, kalo diliat dari update terakhir 2023",2
"Ini harus minta QR code ke dukcapil hadeh, ini konsepnya aplikasi itu membantu mempermudah percuma ada aplikasi ginian klo gbs mempermudah.. Tolong SOP nya dibuat bagi warga perantau dan tidak bisa datang di dukcapil daerahnya dibantu supaya lebih mudah..",1
"Padahal awal masuk apk ini lancar lancar aja, tapi kenapa tiba log out sendiri, giliran mau login lagi malah terjadi kesalahan koneksi terus... Apk milik negara aja gak mutu, payah",1
"saya mau cetak ktp,karena hilang,,,,datang kekantor dinas kepundudukan tapi disuruh pulang lagi karena harus daftar onlen, donwlot aplikasi sakedap tapi setelah daftar onlen harus scan code QR...tapi tak bisa juga,,,pusing jadinya...ini pemerintah gimana pelayanannya pada masyarakat tambah sulit aja",1
"ada fitur pembuatan Kartu keluarga dan Akte cuma gantung udah 3 minggu ga ada kejelasan dan ga ada kontak CS. bayar jg ga apa2 padahal, ada online itu dipermudah bukan sebaliknya. karena orang ga ada waktu makanya cari online. kalau kaya gini malah merepotkan dan tidak ada kejelasan. padahal berbayar juga ga masalah diaplikasinya daripada gratis tapi status gantung.",1
"Astaga, mending gausah pake aplikasi, nyusahin doang, kalo mau manual yaa manual semua, kalo mau auto ya auto semua, logikanya dimana coba, Bukannya mempermudah malah mempersulit, mikir dulu baru bikin aplikasi, hadeh",1
"Siapa si yang bikin aplikasi selawak ini, Katanya era digital tapi scan QR harus ke dukcapil 😂 knp gak dikirim keemail atau no hp aja kode verifikasinya ?? Fungsi ngisi email , nomor hp sama verifikasi wajah buat apa 😪 Anggaran nya gede lo tapi kok selawak ini si apk nya 🥱",1
"Sangat tidak berguna karena harus ke dukcapil. Tidak seperti pendaftaran akun Bank Mandiri cecara online, tidak perlu ke kantor. Jaman sekarang daftar NPWP pun tidak perlu ke kantor. Kalau Dukcapil seperti ini, bukan memudahkan, tapi masih saja mempersulit seperti jaman dulu belum ada online. Cukup memalukan. Ini aplikasi paling bodoh.",1
Gk bisa dan gk guna sama sekali. Saya udah dateng ke kecamatan mau ganti ktp malah di suruh isntal aplikasi si tepak. Tp udah di isntal gk bisa di akses.. Padahal saya udah di kecamatan dan ktp elektronik yg lama saya ada. Dan tinggal ganti baru. Tp malah di bikin ribet..,2
Katanya Aktivasi digital online tapi aktivasinya tetap manual harus datang ke kantor dukcapil.. itu bukan online. Tolong disesuaikan lagi dengan temanya.. kalo digital online jadi aktivasi bisa dilakukan dimana saja.. ga perlu datang manual ke kantornya.,2
"Susah kalau ganti HP tidak ada fitur masuk untuk yang sudah terdaftar, malah harus daftar ulang. Tidak ada juga pilihan kalau ingin Fotokopy KTP dan KK. sangat mengecewakan. ujung-ujungnya kalau ingin mengurus berkas harus pakai Fotocopy KTP lagi.",1
"Bintang 1 dulu...tambah fitur dowloadnya donk...masa punya ktp n kk digital ga bisa di download, jangankan downlod Ss pun ga bisa buat apa coba? paling ngga ada lah fiturnya simpan ke galeri....salam ngapak Ambal kebumen",1
Mau masuk untk data kependudukan online tapi malah minta scan qr dari dukcapil. Qr kode yg mana y.Kalau harus minta kode ke dukcapil langsung ngapain online.Malah mempersulit namanya.Padahal ada email kenapa gak verivikasi kirom ke email aja. Zaman udh online juga. Suka banget ribet2. Lagian kenapa juga setiap maudaftar sesuatu ktp suka gk muncul fotonya.Kalau emg mau d buat serba online.Tingkat kan lgi pekerja kependudukan untk memunculkan semua foto di setiap ktp/setiap org bsa daftar sndiri,2
"Kapan sih bisa bikin aplikasi yang berguna? Mau verfikasi wajah malak balik lgi keawal... Skrg coba lgi tanggl 11 oktober msih aja belum ada perbaikan... Abisin duit negara aja bikin aplikasi, dengerin lah pemerintah.... Terus skrg harus scan barcode... Udah discan yg ada di kk, eh kok gak bisa, emng barcode kk gak ada gunanya ya?",1
"Aplikasi paling busuk yg pernah ada, masa saya pengajuan tambah anggota baru anak yg baru lahir pengajuan dari 3 oktober sampai ini tanggal 31 oktober statusnya gk gerak sama sekali gak ada perubahan dari awal pengajuan. Pemerintahan busuku",1
"Ktp hilang,pergi ke dutcapil,di kasi digital,sedangkan digital eror mulu,gak bisa di buka,datang minta minta ktp ,kt nya tggu wa,,udah setahun gak ada wa,ko bisa ya kerja dutcapil kek gini,mau urusan susah banget g ada ktp. Ampun klo berurusan sama ASN,gak pernah becus sejak zaman BATU.",1
"indonesia... semua hal yg gampang pasti di buat ribet. saya faham tujuan dr apk ini, cm untuk mendapatkan penghasilan dr google aja kan. praktisnya dimana coba, harus scent barkode ke dukcapil. harusnya klo memang mau digitalisasi, semua harus dibuat mudah. atau ngk usah sama sekali. karna pemerintah ngk bisa lindungi data masyarakat.",1
"Ini Namanya bukan memudahkan tapi menyusahkan Kenapa harus Videocall ke petugas IKD hanya untuk minta kode barcode, klo langsung d angkat sih mending... ini gak ada yg ngangkat sampe cape buang2 waktu, kenapa tidak langsung d beri kode barcode ke email atw no whatshap yg tercantum? kan lebih mudah!!",2
"Aplikasi ngaco ga ada buat logut, Kirain on-line bisa langsung ada, eh taunya harus pke verifikasi ke kecamatan nya gausah online kalo harus Dateng lagi mah aneh sekali.",1
Menurutku apk ini belum bisa dikatakan berbasis online/digital karena user masih harus datang ke petugas. Buat apa ada E-KTP kalau verifikasi masih model manual. Harusnya barcode/QrCode juga bisa dikirim via email. Uninstall lagi saja,1
"Aplikasi belum siap kali, pada auto replay untuk regrestrasi suruh VC ke salah satu nomer untuk dapat QR, tapi berdireng tanpa direspon, apa gunanya aplikasi online kalau untuk dapat QR harus datang ke kantor????",3
"Mau scan barcodenya ribet mesti ke ducapil, pas di kantor ducapil ga bisa di scan. Memudahkan darimana jadi buang buang waktu hadeuhhh. Tambahin fitur logout dong di aplikasinya. Kalo hp saya mau di jual masa ga bisa di logout itu data saya gmna????",1
"Hehehehe Ikd, berfungsi d bank, d layananan trtentu, yk tpi hrs ke kecamatan, disdukcapil, hehehehe Masyarakat ina itu bnyk org2 buta hurup, gk dikota gk d desa2, tujuan nua bgus Tpi yk hrs bijak ikd, khusus d smartpon, Sedangkan yg fisik lebih berfungsi d mana mana. Yg fisik d persulit, ??? Saya 4 thn gk jdi2 ktp fisik, kemarin datang malah suruh bikin ikd, saya mau yg fisik , yg fisik ad yg ikd ad baru enk,",1
Apk d ciptakan untuk memudahkan warga untuk mengurus document. Tapi ini malah d persulit cuma dengan barcode. Saya sudah berulang kali mencoba dan sampai kirim e-mail tapi tak ada respons Lantas buat apa apk ini di buat jikalau kami sebagai pengguna harus datang ke Capil hanya untuk mendapat barcode. Saya kesusahan karna sedang bekerja di luar negara. Tiada mungkin saya pulang kalo cuma untuk mendapatkan barcode. Tolong d perbaiki agar lebih mudah di gunakan #SUNGGUH MENGECEWAKAN,1
"aplikasi ngga berguna menuh2in apk hp aj,,tdk sesuai ap yang ad d kelurahan ,,dan juga org kelurahanya aj tetap aj ngga bisa ngebuka apk ini d komputernya....apk msh banyk kekuranganya tlng d perbaikin smpi sempurna biar wrg jkrt bisa dengan mudah.",1
"Bintang dua untuk apliksinya karena kalo download aplikasinya di hp yg baru tidak ada pilihan login dan daftar,yg ada hanya daftar sedangkan saya sudah punya akun ikd Apa harus ke dukcapil lagi biar bisa login aplikasi ikd di hp yg baru Tolong diperbaiki",2
"Buang buang anggaran,paling buat korupsi juga,percuma bikin aplikasi kek gini,yang ada malah tambah ribet,e-KTP aja dari dulu juga ga ada fungsinya,masih perlu fotocopy juga,apalagi ini,yakin ga jauh beda sama e-KTP yg akhirnya dananya dikorupsi. Sampah!!",1
"Kenapa aplikasi dr developer pemerintah sering bermasalah?? Padahal udah digaji rakyat, tapi untuk melayani rakyat saja masih ribet. Judulnya daftar online, tapi harus ke dukcapil buat dapetin barcode nya.. Kalau gitu gak usah ada online2 nan segala. Coba pake cara wa (dpt dr google) eh nomor wa nya gak terdaftar. Buka situsnya.. Eh gak bisa diakses... Emang Kocak nih kementerian",1
Sebetulnya menjadi mudah KTP dalam HP tapi kendalanya setiap ada keperluan sulit untuk di buka yang di info masalah jaringan padahal jaringan selalu lancar,4
Apanya yg mudah kalau masih harus kekantor dukcapilnya juga untuk minta QR validasi.Yg namanya online cukup melalui aplikasinya saja.Itumah sama juga boong kalau msh harus ke dukcapilnya lagi.Tolong diperbaiki lagi aplikasinya.Terima kasih,1
"Program gak jelas mau ngurus apa2 harus ada ktp fisik urusan bank, pajak, bpjs dll. Bahkan ada tempat2 tertentu yg kalo di kunjungi hrs tahan ktp. Sementara ktp asli harus nunggu 3 bulan lagi proses perbaikan",1
Pakai ini ribet ternyata ya.. bank ga ada yg bisa terima. Bukan mempermudah malah menyulitkan mana buat KTP ribet lama. Harus ada pelicinnya ya biar cepat bikin nya hadeh,1
Aplikasi nya sering error mohon di tingkatkan lagi dan untuk mempermudah masyarakat mohon apalkasi di tambah lagi pelayanan seperti akte kelahiran dewasa yg belum pernah buat akte Mohon syarat cuman kartu keluarga aja biar lebih mudah bagi yg dewasa yg blom punya akte kelahiran terimakasih,5
"𝒂𝒑𝒍𝒊𝒌𝒂𝒔𝒊 𝒌𝒐𝒑𝒍𝒂𝒌, 𝒎𝒂𝒔𝒂 𝒈𝒂𝒏𝒕𝒊 𝒉𝒑, 𝒕𝒓𝒖𝒔 𝒅𝒐𝒏𝒍𝒐𝒖𝒅 𝒍𝒈𝒊 𝒆𝒎𝒂𝒊𝒍 𝒅𝒊𝒎𝒂𝒔𝒖𝒌𝒊𝒏 𝒋𝒂𝒘𝒂𝒃𝒂𝒏𝒏𝒚𝒂 ,𝒆𝒎𝒂𝒊𝒍 𝒕𝒊𝒅𝒂𝒌 𝒗𝒂𝒍𝒊𝒅,,𝒅𝒂𝒇𝒕𝒂𝒓 𝒍𝒂𝒈𝒊 𝒊𝒔𝒊 𝒅𝒂𝒕𝒂 𝒆𝒎𝒂𝒍 𝒅𝒂𝒏 𝒏𝒐 𝒉𝒑 𝒋𝒈 𝒏𝒊𝒌,,𝒋𝒂𝒘𝒂𝒃𝒂𝒏𝒏𝒚𝒂 𝒆𝒎𝒂𝒊𝒍 𝒕𝒊𝒅𝒂𝒌 𝒗𝒂𝒍𝒊𝒅, 𝒑𝒂𝒓𝒂𝒉 𝒑𝒊𝒏𝒈𝒊𝒏 𝒆𝒓𝒂 𝒅𝒊𝒈𝒊𝒕𝒂𝒍 𝒕𝒑𝒊 𝒂𝒑𝒍𝒊𝒌𝒂𝒔𝒊 𝒌𝒂𝒚𝒂 𝒈𝒐𝒓𝒆𝒏𝒈𝒂𝒏 𝒄𝒊𝒓𝒆𝒏𝒈 𝒎𝒂𝒌𝒊𝒏 𝒍𝒂𝒎𝒂 𝒎𝒂𝒌𝒊𝒏 𝒎𝒆𝒎𝒆𝒎𝒑𝒆𝒎.",1
"e-KTP fisik sulit. KTP dgital???? Kamana atuh barcode, Ngantri barcode? Online/Offline? Ngagawean. Tidak memudahkan, perihal barcode dengan SDM di dinas yg berpendidikan tinggi, bagian IT dan pengamanannya kerja dong/ ganti .banyak anak bangsa yg cerdas.",1
Saya kira setelah dibuat apk bisa lebih praktis ternyata malah bikin emosi. Saya gabisa akses apk karena sering terjadi kesalahan koneksi. Tolong diperbaiki lagi,1
"dikira adanya dukcapil online bisa mempermudah ternyata harus scan barcode yg mengharuskan kita ke dukcapil setempatnya cuma untuk scan barcode, sama aja boong dong..",1
"jelek ah aplikasinya, masa mau daftar disuruh scan kode qr ke dukcapil. percuma dong kalo gitu, niatnya download aplikasi biar mempermudah ngurus ini itu tanpa ke dukcapil eh pas daftar tetap disuruh ke dukcapil. emang kocakkkk, gk modern dan ketinggalan jaman💀",1
"Sekarang aplikasinya gk bisa di bukak , selalu kesalahan koneksi , padahl udah pke wifi pake kuota juga tapi tetep gk bisa di buka , duhhh datanya aman gk nih",3
"Buat masukan tolong aplikasi diupdate secara berkala , fitur dan juga keamanannya , kadang orang lupa password tp kenapa tidak ada fitur reset password nya ?",2
"Aplikasi broken, tidak bisa login. Selalu ada notif terjadi kesalahan koneksi, dan ini tidak kunjung diperbaiki. Tolong developer, ini aplikasi segera perbaiki. Anggaran saja yang besar, maintenance 0.",1
"sangat buruk,apa kegunaan aplikasi ini sebetulnya,saya ingin cetak kartu indentitas dari tanggl 10/09/2024, smpe hari ini tidak d proses,,menambahkan nama anak sy di KK sekaligus daftar bikin akte jg tidak d proses,,sangat buruk,Apk gada guna",1
"Pembuatan akta kelahiran yg sudah memiliki nik, nik nya tidak bisa di masukan, terus akteu tidak bisa d cetak di mesin admin🤧 cape juga bolak balik kelurahan. 3 dulu deh bintang nya😊",3
"Mau cetak KK gk ada layanannya, hak akses sangat terbatas cuma bisa lihat2 dokumen yang sudah di scan dan itu terbatas sekali.",1
Aplikasi gk ada guna nya SDH ke kantor Capil disuruh urus via online lah SDH via online disuruh masukan barcode trus barcode yg mana dimasukan bikin emosi aja SDH dimasukin barcode yg ada di KK juga gk bisa aplikasi sampah trus ujung ujungnya ke Capil lagi kan setan!!! Bikin emosi aja dikira rumah kita gk jauh apa ke Capil nya.bikin aplikasi gk ada guna nya !!!,1
La terus bapak ibuku dan nenek saya ngak punya hp. Apa mungkin di belikan hp android tapi ngak bisa makai. Kan lucu. Dan katanya onlen kok secen barkod harus datang ke kantornya namanya bukan onlen.. kalau onlen barkodnya tingal kirim ke imel aja kan bisa. Sudah ribet negara ini di tambah ribet .pusing dengan kemajuan ini.. kasih saran dan solusi nya .,3
Terlalu karena harus scan QR ke Capil sementara tidak semua orng jangkauannya dekat kecapil kalau bisa kedepannya hanya dgn menggunakan foto KTP asli saja biar lebih mempermudah,1
aplikasi tidak kompatibel dengan HP Infinix note 30 Pro tolong update aplikasi ini.. (ada tulisan: aplikasi ini hanya untuk android versi lama) ##### Edited: Ok thanks sudah bisa...,5
"Ujungnya ke dukcapil juga itu namanya belum digital, digital itu cukup akses internet. anda punya aplikasi anda yang punya kuasa akses sistemnya kok si pengguna aplikasi malah ke capil lagi.",1
"Bintang 3 dulu qr code gak semua HP bisa pakai kamera,ada yang rusak, blur, sering eror.mending pakai verifikasi kode,atau link konfirmasi,mentok mentok mah qr code bisa via pdf/jpg kan simple dikirim lewat email",3
"Seharusnya memudahkan, tp nyatanya ttp syulit... Harus ttp meluangkan waktu datang ke dukcapil/kecamatan ketemu petugas. Gak efisien, mending gak usah bikin aja. Keamanan data jg perlu dipertanyakan",1
"Ribet banget, saya kesel banget sama yang ngebuat nih aplikasi ntah berapa banyak duit yang di korup cuma buat aplikasi prematur ini kocak bngt buat verifikasi pake barcode tapi kita harus ke kantornya dulu kocak bngt, lucu bngt sumpah",1
G ada kemajuan.. Ni gimana mau login nulisnya captcha aja eror terus.. Mau nulis huruf trs angka jadi hilang hurufnya.. Ga bakalan bs masuk min.. Perbaiki dong.. Dana besar aplikasi kok asal asalan..,1
"Ini gimana sii, klo mau login pake hp yg beda gimana kok tulisannya jdi DAFTAR lagi, bukan masuk. Mana belom tau gunanya buat apa, semuanya masih diminta fotokopi",3
Dear Developer. Mohon perhatikan lagi tekait infrastuktur ini terkadang sulit terkoneksi. Dan perihal Layanan Jangan sampai berbulan bulan baru selesai.,1
Ktp sudah digital tapi hampir semua urusan masih meminta foto ktp fisik/foto kopian harapan saya ktp digital sudah bisa di gunakan tanpa harus foto kopi atau foto ktp fisik hanya bni mobil wondr yg bisa menggunakan ikd,3
"Kok saya mau lihat kartu keluarga dan Jamkesda saya kok ada tulisan dokumen sedang di intregrasi..apa artinya integrasi? Tolong dong Bahasa nya merakyat aja, jgn pakai bahasa yg sulit di mengerti masyarakat,, sampai sini masih ok ok aja, semoga ke depan bisa lebih baik ya... trimakasih 🫰",5
"Cb apl nya di berdayagunakan dengan benar, ini mau masuk saja susah setengah mati. Kalau semua tdk bisa masuk itu berarti ada yg tdk beres dengan apl nya",1
"tolong diperbaiki lgi dong, msa setiap mau login gagal trs padahal koneksi nya baik"" aja gda yg bermasalah, waktu baru download bsa di buka msa pas mau di buka lgi gbsa tolong diperbaiki secepatnya🙏",1
gimana ini aplikasinya. hp adik saya pake tipe android 13 nggk bisa install IKD. muncul notip aplikasi hanya di peruntukan untuk android jenis lama. gimana coba. padahal mau bikin akte kelahiran dan salah satu persyaratannya mesti aktivasi IKD dulu. hadeehhh,1
"Hanya bisa diakses menggunakan jaringan wifi. Kalo pake jaringan internet seluler, seperti menunggu kucing terbang.",1
Lumayan lah.. ada ini bisa mengganti fisik KTP untuk admin kependudukan... daripada aplikasi korlantas polri.. sim digital tapi tidak bisa menggantikan fisik aslinya..,5
"Harusnya QR code bisa dikirimkan lewat email supaya bisa diakses di mana saja. Sy berada di luar daerah dan KTP sy tertinggal di rumah, berharap bisa mengakses aplikasi ini dengan mudah bisa dapat KTP sy pada situasi yg genting.. masa scan QR code nya harus ke disdukcapil lagi..???? Kenapa malah menyulitkan bukannya dipermudah saja..!!!!",1
"Aplikasi tidak jelas,tidak bisa cetak data di aplikasi walau di menu ada pilihan,saya sudah ajukan permohonan Cetak data dari tgl 18 April 2024 dan sampai sekarang masih sangkut di proses pengajuan TTE,.Halo admin tolong aplikasinya di update segera agar lebih mudah digunakan.👎",1
"Aplikasi nya kaga jelas, dimana letak KEADILAN nya, di hp RAM 3 berat, di hp RAM 2 malah engga bisa dibuka koneksi putus, di RAM 4 lancar pdhl jaringannya sama pakai wifi yg sama,,, data paketan internet pun sama, emnk masyarakat nya semua pada mampu beli hp RAM 4,,,? coba diperbaiki dari bawa. Jgn nabrak Pancasila sila ke 5",1
"Aplikasi ini tujuan nya sangat bagus , awalnya ,,,Data KTP, Kis, kartu pemilu, kartu vaksin , tapi kenapa semanjak tgl 1februari 2023 data2 tersebut hilang cuma tinggal KTP. Tujuan nya sangat bagus sayang aplikasi eror Usulan , semua data sebaiknya di kembalikan seperti semula dan perlu di tambah seperti Sim ,NPWP, Bank ,Dtks dan kartu2 lain nya . Harap di perbaiki kembali programnya . Kami rakyat berharap aplikasi ini berjalan dengan baik dan benar demi rakyat",1
"Aku kasih bintang 1, aplikasi bukan bikin makin mudah tp malah bikin ribet, gak ada menu ganti pasword, lupa sandi, sering eror gak bisa masuk apl padahal pw sdh benar, katanya pw dan identitas salah.. Ujung2nya ke kantor dukcapil...🤦‍♂️",1
Tolonglah. Kalau ada aplikasi / layanan yang belum siap diterbitkan. Di cek dulu apakah berfungsi dengan baik. Uang untuk bikin suatu aplikasi juga tidak murah. Dari semua layanan. Baik pemerintahan dan kepolisian yg berbasis aplikasi ga ada pembenahan ataupun perbaikan sama sekali. Terakhir UPDATE MEI 2023 . yang bener aja. Apk lainnya aja 1 bulan 1x update pembaruan. Tidak masalah update membebani HP yang pentinh fungsinya terjamin. Korupsi lagi 🫠,1
Aplikasi belum memadai Lama loading bukan disebabkan oleh sinyal Aplikasinya ribet dan susah dipahami Aplikasi tidak langsung otomatis Ketika kita mau mengajukan masukan akte kelahiran maka KK belum berubah. Kabupaten Ogan Ilir punya aku mandiri sistem diaduk Capil yang sangat baik. Karena sudah ada ikd ini maka aku mandiri Di Ogan Ilir tidak bisa digunakan lagi.,1
"Kalo dibuat aplikasi untuk apa musti datang lagi ke disdukcapil, iya kalo domisili sama dengan alamat KTP, kalo kerjanya diluar kota yg ada tambah ribet. Apakah untuk mendapatkan barcode bisa datang ke disdukcapil seluruh Indonesia??? Bukanya bisa verifikasi lewat email atau nomor telepon...",2
"Saya memakai hp redmi note 4x 4/64 memang tergolong hp jadul. Saya cek kompatible aplikasi nya mendukung di hp saya, kenyataannya ketika saya mau buka aplikasi selalu terjadi kesalahan koneksi padahal buka aplikasi yang lain berjalan normal. Saran saya mudah2 bisa support di hp yang tergolong hp kentang",2
"Sudah instal, sudah daftar, pas mau verifikasi wajah apl nggak respon. Sudah ulang berkali2 tetap saja tidak bisa ambil foto. Kalau harus pergi ke Dukcapil buat apa ini aplikasi.",2
"Aplikasi GAK JELAS !!"" Udah Isi data tapi gak ada pilihan lanjutan datanya mau diapakan , klik selanjutnya atau Daftar ke apa ke gak ada . Aneh bgt aneh pokoknya.",1
